source target sign
AR CTNNB1 +
AR SVS6 -
AR LGALS12 +
AR GPX5 +
AR CHAT +
AR SCARB1 -
AR HOXB1 +
AR MED1 -
AR CYP27B1 +
AR HOXA1 +
AR TAT -
AR HOXA4 +
AR GATA3 +
AR NFKB1 -
AR NGFR +
IRF7 IFNA5 -
IRF7 IFNB1 +
IRF7 IFNA1 +
IRF7 IFNA2 +
IRF7 IFNA4 -
IRF7 IFNA14 +
IRF7 IFNA6 -
IRF7 IFNA11 +
IRF7 IFNA7 +
IRF7 IFNAB +
IRF7 IFNA9 +
IRF7 IFNA13 -
IRF7 GM12597 +
IRF7 IFNA12 -
HNF4A SLC2A2 -
HNF4A PKLR +
ZBTB17 CDKN2B -
LOC100047997 PDYN +
LOC100047997 NPY -
LOC100047997 MCL1 +
LOC100047997 CRH +
LOC100047997 BCL2 -
LOC100047997 BDNF -
LOC100047997 FOS -
LOC100047997 ARC +
LOC100047997 FOSB +
LOC100047997 PCNA -
SP4 SLC9A2 +
SP4 MYH6 -
SP4 G6PD2 +
SP4 GPD2 +
SP4 T +
SP4 MTCH1 -
SP4 PSAP -
GLI1 HHIP -
GLI1 GLI3 +
GLI1 WNT7A +
GLI1 WNT10A -
GLI1 WNT2 -
GLI1 WNT3A -
GLI1 WNT5A +
GLI1 WNT2B -
GLI1 PTCH1 +
GLI1 GLI2 -
GLI1 WNT11 +
GLI1 WNT6 -
GLI1 WNT3 -
GLI1 WNT9B +
GLI1 SHH -
GLI1 PTCH2 -
GLI1 WNT5B -
GLI1 NKX2-9 -
GLI1 GLI1 -
GLI1 WNT16 +
GLI1 WNT4 +
GLI1 MYF5 +
GLI1 WNT10B +
GLI1 FOXA2 +
GLI1 WNT9A -
GLI1 WNT1 -
GLI1 BMP4 -
GLI1 WNT7B -
GLI1 WNT8A +
GLI1 WNT8B +
GLI1 BMP2 -
MYD88 IL6 +
MYD88 TNF -
MYD88 IL12A -
MYD88 IFNB1 +
MYD88 IFNA1 +
MYD88 CXCL2 -
MYD88 IL12B -
MYD88 IFNA4 -
MYD88 IFNA2 +
MYD88 IFNA6 +
MYD88 IFNA5 +
MYD88 IFNA11 +
MYD88 IFNA7 -
MYD88 IFNAB +
MYD88 IFNA9 -
MYD88 CXCL1 +
MYD88 IFNA13 -
MYD88 GM12597 +
MYD88 IL1B +
MYD88 IFNA14 +
MYD88 IFNA12 -
NKX2-2 IAPP -
NKX2-2 INS2 -
NKX2-2 GCK +
NKX2-2 INS1 -
DDIT3 MMU-MIR-708-3P +
DDIT3 MMU-MIR-708-5P +
TFDP2 CCNE2 +
TFDP2 CCNE1 -
TFDP2 MYC -
WT1 NR0B1 +
WT1 SDC1 +
WT1 SLC22A8 -
WT1 IL2RB +
WT1 NR5A1 -
WT1 PODXL -
WT1 SPRY1 +
WT1 CSF1 -
WT1 EGR1 -
WT1 AMH -
WT1 GLYAT +
WT1 SLC22A6 +
WT1 BCL2 +
WT1 IGF2 -
WT1 TRPV6 -
WT1 NUP210 -
WT1 PAX2 -
WT1 AREG +
WT1 MIP -
WT1 CAT +
HOXB1 PHOX2B +
HOXB1 EPHA2 -
HOXB1 HOXB2 +
HOXB1 HOXB1 +
MYC TERT -
MYC CDK4 +
MYC PRDX3 -
MYC MMP9 -
MYC LOC640611 -
MYC SLC2A1 -
MYC CDKN2B +
MYC EMP1 -
MYC HMGA1 +
MYC NBN +
MYC EIF4E -
MYC MMP1A -
MYC CCND1 +
MYC ERBB2 -
MYC MYCT1 +
MYC VEGFC -
MYC ODC1 +
MYC PDGFB +
MYC GAPDH +
MYC MMU-MIR-429-3P -
MYC PAX3 +
MYC SHMT1 +
MYC ID2 -
MYC DFFB -
MYC NRAS -
MYC MMP2 -
MYC NPM1 -
MYC VEGFA -
MYC SLC1A3 +
MYC MMU-MIR-200B-3P +
MYC FIGF +
MYC NCL -
MYC IRF9 -
MYC NME2 +
MYC PGF -
MYC MMP1B +
MYC FASL +
MYC CSTB +
MYC MMU-MIR-141-3P +
MYC POLA2 -
MYC CKS1B +
MYC NME1 -
MYC ENO1 -
MYC CDK6 -
MYC MMU-MIR-200A-3P -
MYC BCAT1 +
MYC RPL3 -
MYC CCNB1 +
MYC EIF2S1 -
MYC VEGFB +
MYC DNTT -
MYC PTMA -
MYC MMU-MIR-200C-3P +
MYC CCND2 +
MYC CDC25A +
AKT1 MMU-MIR-21A-5P +
CEBPA IL10 +
CEBPA NEU1 -
CEBPA H2AFX +
CEBPA AMELX +
CEBPA ELANE -
CEBPA MYC -
CEBPA PPARG -
CEBPA IL12B -
CEBPA RHOB +
CEBPA ADIPOQ -
CEBPA SLCO1B2 +
CEBPA RETN +
CEBPA SLC2A4 -
CEBPA GBA +
CEBPA NUPR1 +
CEBPA E2F3 -
CEBPA PTGS2 -
CEBPA E2F1 +
CEBPA IL6 +
CEBPA MMP11 +
CEBPA KRT12 +
CEBPA E2F2 +
CEBPA NOS2 +
CEBPA KRT10 +
CEBPA AKR1B7 -
CEBPA SCGB1A1 +
CEBPA CSRP2 +
CEBPA CCL3 +
CEBPA CCNB2 -
CEBPA TRF -
CEBPA CSF3R -
CEBPA IL4 -
CEBPA FGF4 -
CEBPA LEP -
CEBPA NR1H3 +
CEBPA PDGFRA -
CEBPA COL2A1 -
CEBPA SAA3 -
CEBPA FABP4 -
CEBPA NEURL1A +
CEBPA ADRB3 +
CEBPA ORM1 +
CEBPA FGL2 +
CEBPA CPT1A +
CEBPA CCND2 +
CEBPA CDKN1A -
CEBPA PER2 -
CEBPA DLX3 -
CEBPA AFP +
CEBPA ALB -
CEBPA ORM2 -
CEBPA NR2F6 -
ELK3 NOS2 +
SP3 IL10 +
SP3 SLC1A3 -
SP3 MMP9 +
SP3 DCK +
SP3 REN1 +
SP3 PSAP -
SP3 BAX -
SP3 CDH5 +
SP3 ACTA2 -
SP3 C1QTNF3 +
SP3 DNMT1 +
SP3 MET +
SP3 ALOX8 -
SP3 NR5A1 -
SP3 FAS -
SP3 SERPINH1 -
SP3 COL1A2 -
SP3 FBLN1 -
SP3 TAL1 -
SP3 MERTK +
SP3 POU5F1 +
SP3 CYP26A1 +
SP3 GPX4 -
SP3 PDPN -
SP3 GH -
SP3 SIX5 -
SP3 ABCC1 +
SP3 MMP28 -
SP3 RAC2 +
SP3 G6PD2 -
SP3 VEGFA -
SP3 TUBB4B -
SP3 KLF4 -
SP3 RECK +
SP3 NKX3-1 -
SP3 GCGR +
SP3 AHRR +
SP3 GPD2 -
SP3 LAMA1 -
SP3 MUC2 -
SP3 CCL2 +
SP3 SLC9A2 -
SP3 FGL2 -
SP3 PTGER2 -
SP3 UCP2 -
SP3 TK1 -
SP3 CDKN1A +
SP3 TGM1 -
SP3 COL7A1 -
SP3 PCYT1A -
SP3 CSF1 +
SP3 AEBP1 -
SP3 CES2C -
SP3 MTCH1 +
SP3 AHR -
STAT5B CEL -
STAT5B SOCS7 +
STAT5B MYC -
STAT5B CCND2 +
STAT5B CCND1 -
STAT5B CCND3 +
STAT5B SOCS2 +
STAT5B SOCS4 +
STAT5B SOCS1 -
STAT5B PIM1 +
STAT5B BCL2L1 +
STAT5B SOCS3 +
STAT5B PIM2 -
STAT5B SOCS5 -
TLX1 ALDH1A1 +
SMAD4 PITX2 +
SMAD4 ID2 -
SMAD4 ID1 -
SMAD4 CDKN2B -
SMAD4 MYC -
SMAD4 SLC2A1 +
SMAD4 ID3 +
SMAD4 CDKN1A +
SMAD4 ID4 +
SMAD4 CEBPB +
STAT4 CCND1 +
STAT4 CCND2 +
STAT4 SOCS7 -
STAT4 MYC +
STAT4 SOCS4 -
STAT4 SOCS3 +
STAT4 CCND3 +
STAT4 SOCS2 +
STAT4 SOCS5 +
STAT4 PIM1 -
STAT4 SOCS1 +
IRF3 CXCL11 -
IRF3 CXCL10 +
IRF3 CD80 -
IRF3 IFNB1 -
IRF3 CD86 +
IRF3 CD40 +
NFATC4 TNF -
USF1 ATP10A +
USF1 CIITA +
USF1 REN1 +
USF1 GABBR1 -
USF1 MSX1 +
USF1 PRKACA +
USF1 MXI1 +
USF1 HGF +
USF1 SDC1 +
USF1 PDX1 +
USF1 PTGS2 -
USF1 NOS2 -
USF1 SLC2A5 +
USF1 DFFB -
USF1 CRYAA +
USF1 HOXB4 -
USF1 BDNF -
USF1 PAX5 -
USF1 CEBPA -
USF1 SURF2 -
USF1 CHRNA7 -
USF1 KLF4 -
USF1 FSHR +
USF1 POLA2 +
USF1 ATP2A2 -
USF1 MT1 -
USF1 SPP1 +
USF1 TRIM25 +
USF1 MYOC +
USF1 FCGR3 +
USF1 TOP3A +
USF1 ACP5 +
USF1 TYMS -
USF1 FASN +
USF1 CPT1A -
USF1 THRSP -
USF1 HOXB8 +
USF1 COL1A1 -
USF1 CITED1 +
USF1 CFH +
USF1 TNFRSF8 +
USF1 CEACAM2 -
USF1 BMP4 -
USF1 NPR1 +
USF1 SPEG +
USF1 CES2C +
USF1 OPRD1 +
BCL3 NFKB1 -
BCL3 TNF -
BCL3 PSD -
EP300 VEGFB +
EP300 LOC100042025 +
EP300 TFRC +
EP300 PFKFB2 -
EP300 GAPDH -
EP300 ANGPT2 -
EP300 SLC2A1 +
EP300 SERPINE1 +
EP300 CDKN2B +
EP300 GM5506 -
EP300 LOC100048117 +
EP300 MITF +
EP300 HKDC1 -
EP300 HK2 +
EP300 PDK1 -
EP300 VEGFC +
EP300 ANGPT1 +
EP300 HMOX1 -
EP300 EPO -
EP300 NOS2 +
EP300 ENO2 +
EP300 CDKN1A +
EP300 VEGFA -
EP300 BCL2 +
EP300 TRF -
EP300 FIGF +
EP300 PFKFB3 +
EP300 PGF -
EP300 NOS3 -
EP300 PFKFB1 +
EP300 FASL +
EP300 FLT1 +
EP300 ENO3 -
EP300 NPPA -
EP300 ANGPT4 -
EP300 ENO1 -
EP300 TIMP1 -
EP300 HK1 +
EP300 PFKL +
EP300 LTBR -
EP300 ALDOA +
EP300 EGF +
EP300 EDN1 -
EP300 CDKN1B -
EP300 TEK +
EP300 HK3 -
EP300 PGK1 -
EP300 PFKFB4 -
EP300 LDHA -
RBPJL CR2 -
RBPJL MYC +
RBPJL FGR +
RBPJL HES5 +
RBPJL FCER2A +
RBPJL PTCRA -
RBPJL HES1 +
ATF4 PDYN +
ATF4 NPY -
ATF4 MCL1 -
ATF4 CRH +
ATF4 BCL2 -
ATF4 BDNF -
ATF4 FOS -
ATF4 DDIT3 +
ATF4 ARC -
ATF4 FOSB -
ATF4 PCNA +
NFATC3 TNF -
ETS2 TIE1 -
E2F1 CD8B1 +
E2F1 MBD1 -
E2F1 MYBL2 -
E2F1 TK -
E2F1 ZFP169 +
E2F1 SOCS3 +
E2F1 REL -
E2F1 GBX2 -
E2F1 RELA +
E2F1 MYCN -
E2F1 IGF2 +
E2F1 OLFR1378 +
E2F1 DYNC1LI2 +
E2F1 BSG -
E2F1 ADH7 +
E2F1 CCNE2 +
E2F1 H2AFX -
E2F1 GAS1 +
E2F1 POLR2A +
E2F1 KIF21B -
E2F1 SF3A2 +
E2F1 LACTB2 -
E2F1 CCNG2 -
E2F1 HIST2H3C1 +
E2F1 2010106C02RIK -
E2F1 SLC39A1 -
E2F1 ATP2A2 +
E2F1 CKB -
E2F1 CDC45 +
E2F1 RPL30 +
E2F1 MYL2 +
E2F1 TAPBP -
E2F1 MC2R +
E2F1 NSDHL +
E2F1 NKX1-2 -
E2F1 OLFR808 -
E2F1 CLOCK -
E2F1 CDKN2A +
E2F1 CETN2 -
E2F1 HOXA4 +
E2F1 FBXL21 -
E2F1 MYB -
E2F1 CTSF +
E2F1 PSMB9 -
E2F1 VMN1R40 +
E2F1 MBD2 +
E2F1 ARL4A +
E2F1 FZD1 -
E2F1 NPPC +
E2F1 A930017K11RIK -
E2F1 E2F1 -
E2F1 LSM2 +
E2F1 TIMP3 -
E2F1 VMN1R239-PS -
E2F1 TSG101 +
E2F1 RABGGTB -
E2F1 RCC1 -
E2F1 SLC25A48 +
E2F1 TRP53-PS -
E2F1 VMN1R53 -
E2F1 RRM2 +
E2F1 CCNE1 +
E2F1 POLA1 -
E2F1 ARL14 +
E2F1 HOXA13 +
E2F1 CLDN9 +
E2F1 BRCA1 -
E2F1 DHFR +
E2F1 BFSP1 +
E2F1 TKT -
E2F1 RAB11A -
E2F1 CHMP7 -
E2F1 CRIM1 -
E2F1 POLA2 +
E2F1 IGH-VJ558 -
E2F1 VMN1R229 -
E2F1 S100A9 -
E2F1 TRMT2A +
E2F1 VMN1R42 -
E2F1 LRRC25 +
E2F1 VMN1R227 -
E2F1 APEX1 -
E2F1 TGFBI -
E2F1 SST +
E2F1 OLFR1104 -
E2F1 RANBP1 -
E2F1 DLX1 +
E2F1 RPS7 +
E2F1 PCNA +
EGR1 MMP14 -
EGR1 CACNA1E -
EGR1 MYC +
EGR1 CYR61 +
EGR1 CBX2 -
EGR1 SPINT1 +
EGR1 TUBB4B -
EGR1 FGFR3 -
EGR1 F3 +
EGR1 ACHE +
EGR1 OLFR54 -
EGR1 CCL5 +
EGR1 GALK1 -
EGR1 THBS1 -
EGR1 MET -
EGR1 LHB +
EGR1 SRF -
EGR1 VEGFB +
EGR1 FAS +
EGR1 TNF +
EGR1 HMOX1 +
EGR1 COL1A2 -
EGR1 TWIST1 +
EGR1 GAD1 -
EGR1 FASL -
EGR1 EGR1 -
EGR1 IFNGR2 -
EGR1 PRKAR1B +
EGR1 CTSL +
EGR1 ICAM1 +
EGR1 FLT3 +
EGR1 NOL3 +
RARA TGM2 -
RARA NSD1 +
RARA HOXA5 +
RARA SLC18A3 -
RARA RQCD1 -
RARA LAMB1 +
RARA JUP -
RARA GRIP1 -
RARA PSMC5 -
RARA CTNNB1 -
RARA TRH +
RARA NR2C1 +
RARA PTHLH -
RARA UCP1 +
RARA FLII +
RARA CRYAB -
RARA H1F0 -
RARA ALDH1A1 +
RARA NGFR -
RARA FLI1 -
RARA RBP2 +
RARA MDK +
RARA NKX2-1 +
RARA COL1A2 +
RARA SH2D3C -
RARA NCOA2 +
RARA LGALS12 +
RARA TGM1 +
RARA CHAT +
RARA POU5F1 +
RARA HOXB1 +
RARA RARA +
RARA HOXA1 -
RARA CCNA1 +
RARA TGFBR3 -
RARA SCD1 -
RARA PCP2 -
RARA ETV4 +
RARA HOXA4 -
POU3F1 ABL1 +
POU3F1 HMGB2 -
HOXB4 RARB -
CREB3 PDYN -
CREB3 NPY +
CREB3 CRH -
CREB3 FOS -
CREB3 AQP2 -
CREB3 MITF +
CREB3 MCL1 +
CREB3 BCL2 -
CREB3 BDNF +
CREB3 ARC -
CREB3 FOSB +
CREB3 PCNA +
ATF6 ATP2A2 +
TNF ICAM1 +
TNF VCAM1 +
TNF SELE -
RXRG SLC27A4 +
RXRG APOA2 +
RXRG CPT2 -
RXRG CD36 +
RXRG SLC27A1 -
RXRG GYK +
RXRG LPL -
RXRG ADIPOQ +
RXRG FABP1 -
RXRG ACAA1B +
RXRG CYP4A14 +
RXRG MMP1A -
RXRG PCK2 -
RXRG OLR1 +
RXRG PDPK1 -
RXRG ANGPTL4 +
RXRG GK2 +
RXRG APOC3 -
RXRG SCD2 -
RXRG ACOX3 +
RXRG ME1 -
RXRG CPT1B -
RXRG APOA5 -
RXRG SCP2 +
RXRG ACSBG1 +
RXRG APOA1 -
RXRG ACSL3 +
RXRG SCD1 +
RXRG CYP4A32 +
RXRG CPT1C -
RXRG PLIN1 -
RXRG MMP1B -
RXRG ACSBG2 +
RXRG NR1H3 +
RXRG SCD4 -
RXRG ACSL5 +
RXRG CYP4A31 +
RXRG ACOX2 -
RXRG ACOX1 -
RXRG AQP7 +
RXRG HMGCS2 -
RXRG FABP3 -
RXRG CYP4A30B-PS -
RXRG FABP4 +
RXRG EHHADH +
RXRG UCP1 +
RXRG DBI +
RXRG SCD3 -
RXRG CYP4A29-PS +
RXRG PLTP +
RXRG CYP4A10 -
RXRG CPT1A -
RXRG ILK +
RXRG CYP7A1 +
RXRG ACSL4 +
RXRG ACSL1 +
RXRG PCK1 +
RXRG ACADM -
RXRG UBC +
RXRG CYP8B1 -
RXRG CYP4A12A -
RXRG ACSL6 +
RXRG SORBS1 +
RXRG CYP27A1 -
RXRG CYP4A12B +
RXRG ACADL +
RXRG ACAA1A -
RXRG FADS2 -
BCL6 SLC9A1 -
STAT5A BCL2L1 -
STAT5A CLNK -
STAT5A SOCS7 -
STAT5A MYC -
STAT5A CCND2 -
STAT5A CCND1 -
STAT5A CCND3 +
STAT5A SOCS2 +
STAT5A PIM1 -
STAT5A SOCS1 +
STAT5A SOCS4 -
STAT5A SOCS3 -
STAT5A PIM2 +
STAT5A SOCS5 +
SMAD9 ID2 -
SMAD9 ID1 +
SMAD9 ID4 -
SMAD9 ID3 +
HIF1A EP300 +
HIF1A ANGPT2 +
HIF1A SERPINE1 -
HIF1A LOC100042025 +
HIF1A BAX -
HIF1A GM5506 -
HIF1A TGFA +
HIF1A HKDC1 -
HIF1A TFF3 -
HIF1A PLOD2 +
HIF1A PDK1 -
HIF1A VEGFC -
HIF1A NKX3-1 +
HIF1A HMOX1 -
HIF1A EGLN1 -
HIF1A BHLHE40 -
HIF1A TFRC -
HIF1A MMU-MIR-322-5P +
HIF1A ENO2 +
HIF1A VEGFA +
HIF1A PDGFA -
HIF1A TRF -
HIF1A P4HA1 +
HIF1A SUMO1 +
HIF1A PGF -
HIF1A PFKFB1 -
HIF1A CXCL12 +
HIF1A FLT1 -
HIF1A CTSD +
HIF1A KRT18 -
HIF1A MMU-MIR-322-3P +
HIF1A ITGB2 -
HIF1A CDKN1A +
HIF1A HK1 +
HIF1A SENP2 +
HIF1A ENO3 -
HIF1A BID -
HIF1A EDN1 +
HIF1A CDKN1B -
HIF1A P4HB +
HIF1A PGK1 +
HIF1A AVP +
HIF1A ABCB1B +
HIF1A LDHA +
HIF1A TGFB1 +
HIF1A PFKFB2 -
HIF1A GAPDH -
HIF1A SLC2A1 -
HIF1A MAP2K4 +
HIF1A LOC100048117 +
HIF1A LTBR +
HIF1A TGFB3 +
HIF1A VEGFB -
HIF1A ANGPT1 +
HIF1A PPARA +
HIF1A PDGFB -
HIF1A DDIT4 -
HIF1A NOS2 -
HIF1A TRP53-PS -
HIF1A CAR9 +
HIF1A MMP2 -
HIF1A KRT14 -
HIF1A BCL2 -
HIF1A RETNLA +
HIF1A PLAUR -
HIF1A FIGF -
HIF1A CYGB +
HIF1A PFKFB3 +
HIF1A EPO +
HIF1A HK3 -
HIF1A EPX +
HIF1A NPPA -
HIF1A GBE1 -
HIF1A DCX +
HIF1A ENO1 -
HIF1A PTGFR +
HIF1A TGFB2 -
HIF1A FN1 -
HIF1A ANGPT4 -
HIF1A TIMP1 +
HIF1A PFKL -
HIF1A HK2 -
HIF1A ALDOA +
HIF1A EGF +
HIF1A KRT19 -
HIF1A PLOD1 -
HIF1A NOS3 +
HIF1A TEK +
HIF1A PFKFB4 -
HIF1A CASP9 -
GFI1 MMU-MIR-196B-5P +
GFI1 MMU-MIR-21A-5P -
JUN ATP10A -
JUN CDK4 +
JUN NR3C1 +
JUN PLAU -
JUN CACNA1E +
JUN LOC640611 +
JUN RDH16 +
JUN PTGS1 +
JUN RELA -
JUN NACC1 +
JUN CD5 +
JUN CRISP1 +
JUN RDH7 -
JUN GBA +
JUN NFATC1 -
JUN MET -
JUN PTGS2 -
JUN VEGFC -
JUN TNF -
JUN PRDX3 -
JUN CDK5 +
JUN HFE -
JUN EMILIN1 +
JUN COL5A1 -
JUN AANAT -
JUN NAT2 -
JUN SLC38A1 -
JUN VEGFA +
JUN IL12B +
JUN LTF -
JUN IL2 -
JUN PGF +
JUN IFNB1 +
JUN MSX1 +
JUN FASL -
JUN KLF4 +
JUN NFE2L1 -
JUN NCAN +
JUN IFI205 +
JUN LY9 -
JUN DBH -
JUN TNFRSF11B -
JUN TLR4 +
JUN SPP1 +
JUN MT3 +
JUN KLK1B4 +
JUN GZMB -
JUN KLF1 +
JUN ACP5 +
JUN UCP2 -
JUN APOC3 +
JUN FOS +
JUN GAD1 +
JUN TAPBP +
JUN APP -
JUN SFTPB +
JUN RDH1 +
JUN GRIA2 +
JUN IL5RA -
JUN ECM1 -
JUN JUN +
JUN COL7A1 -
JUN MYB +
JUN CXCL2 +
JUN PRDX6 +
JUN CSF2 -
JUN MMP9 -
JUN FGFR1 +
JUN FIGF -
JUN SLC6A4 -
JUN IL5 -
JUN NFKB1 -
JUN STAR +
JUN GSTM1 -
JUN COL1A1 -
JUN CTSL -
JUN MMP1A +
JUN SDC1 -
JUN CCND1 -
JUN TFF3 -
JUN H2-L -
JUN SLC20A1 -
JUN IL6 +
JUN PPARA -
JUN NUDT1 +
JUN IL13 -
JUN TH +
JUN NOS2 -
JUN ELAVL1 -
JUN RELB -
JUN TRP53-PS -
JUN GNRHR +
JUN EGR1 +
JUN TTR +
JUN MMP2 +
JUN APOA1 +
JUN CFTR -
JUN TESK1 -
JUN SDC4 +
JUN EGR2 -
JUN LDB1 +
JUN JUND -
JUN IL4 +
JUN MMP3 -
JUN IL7R -
JUN GJA5 -
JUN F3 +
JUN OLFR54 -
JUN MMP13 +
JUN SFPI1 -
JUN HBEGF -
JUN KRT12 +
JUN NRF1 -
JUN VIM +
JUN PRH1 -
JUN BDKRB1 +
JUN FGL2 +
JUN MYOD1 -
JUN MMP1B -
JUN TNFRSF8 -
JUN CCND2 -
JUN TIMP1 -
JUN CCND3 +
JUN TGM1 +
JUN VEGFB -
JUN PRKAR1B +
JUN PAH -
JUN CRABP1 +
JUN MAPK3 +
JUN CSF1 +
JUN PRDX5 +
JUN IL9 -
JUN BCL3 +
MAPK11 IL1B +
MAPK11 IL6 -
MAPK11 IL18 -
MAPK11 IL12A +
MAPK11 TNF -
MAPK11 IL23A +
MAPK11 IL12B -
MAPK11 IL1A +
MAPK11 NOS2 -
HOXA11 CTSL -
TRP73 PSRC1 +
TRP73 MMU-MIR-34A-5P +
TRP73 CABLES1 +
NFKB1 IL15 -
NFKB1 IL12A -
NFKB1 CACNA1E -
NFKB1 MYC +
NFKB1 IL12B -
NFKB1 REL +
NFKB1 BIRC2 +
NFKB1 PTGS1 -
NFKB1 TRAF5 +
NFKB1 PTPRV +
NFKB1 MOGS -
NFKB1 MYB -
NFKB1 ACTA2 +
NFKB1 PLAU +
NFKB1 PTGS2 -
NFKB1 CEBPB +
NFKB1 VEGFC +
NFKB1 TNF -
NFKB1 BCL2A1D -
NFKB1 BIRC7 +
NFKB1 MMP9 -
NFKB1 CXCL1 -
NFKB1 UGCG -
NFKB1 MMU-MIR-146A-5P +
NFKB1 VEGFA -
NFKB1 BCL2L1 +
NFKB1 ICAM1 -
NFKB1 CCL3 +
NFKB1 IL2 -
NFKB1 AKT1 -
NFKB1 BIK -
NFKB1 IL1RN +
NFKB1 PGF +
NFKB1 UBE2H +
NFKB1 BCL2A1B -
NFKB1 CXCL9 +
NFKB1 CXCL10 -
NFKB1 RDH16 -
NFKB1 MADCAM1 -
NFKB1 CCL5 +
NFKB1 SOCS3 +
NFKB1 FASL +
NFKB1 TRAF1 -
NFKB1 BIRC3 +
NFKB1 ACP5 -
NFKB1 BCL2A1A -
NFKB1 IL23A +
NFKB1 GAD1 -
NFKB1 TAPBP +
NFKB1 CCL4 -
NFKB1 IFNGR2 -
NFKB1 CFLAR -
NFKB1 NOL3 +
NFKB1 PTGER2 +
NFKB1 TNFSF15 -
NFKB1 VCAM1 +
NFKB1 BCL2A1C -
NFKB1 TRAF4 +
NFKB1 TERT -
NFKB1 IL18 -
NFKB1 CXCL2 +
NFKB1 CSF2 -
NFKB1 TAL1 -
NFKB1 FIGF -
NFKB1 IL5 +
NFKB1 HIF1A +
NFKB1 TBXA2R -
NFKB1 ATP12A -
NFKB1 IL2RA +
NFKB1 CCND1 -
NFKB1 IFNB1 +
NFKB1 TRAF3 -
NFKB1 IL6 +
NFKB1 FAS -
NFKB1 APOC3 +
NFKB1 NUDT1 +
NFKB1 BIRC5 +
NFKB1 NOS2 +
NFKB1 TNFAIP3 +
NFKB1 RELB +
NFKB1 TRP53-PS -
NFKB1 MMP2 +
NFKB1 APOA1 +
NFKB1 BCL2 -
NFKB1 IL1B +
NFKB1 BRCA1 -
NFKB1 PAX8 -
NFKB1 GADD45B -
NFKB1 IL4 +
NFKB1 CXCR5 -
NFKB1 CEBPG +
NFKB1 SDC4 +
NFKB1 EBI3 -
NFKB1 GDNF -
NFKB1 TRAF2 +
NFKB1 ZFP354C -
NFKB1 EIF2AK2 +
NFKB1 CFB -
NFKB1 IRAK2 +
NFKB1 IL1A +
NFKB1 XIAP -
NFKB1 NFKBIA +
NFKB1 WT1 -
NFKB1 CCND3 -
NFKB1 NFKB2 +
NFKB1 AHRR -
NFKB1 CHAT -
NFKB1 VEGFB +
NFKB1 SH2D3C -
NFKB1 BLK -
NFKB1 CSF1 +
NFKB1 CES2C -
NFKB1 OPRD1 +
NFKB1 TLR2 -
NFKB1 KDR -
NFKB1 TRAF6 +
TRP63 HNRNPAB +
TRP63 CDKN2A -
TRP63 SSRP1 +
TRP63 DDIT4 +
PPARD ACOX2 +
PPARD FABP3 +
PPARD PDPK1 +
PPARD CPT1A -
PPARD ILK -
PPARD CPT1B +
PPARD LPL +
PPARD CPT1C +
PPARD ACOX1 +
PPARD ACOX3 -
PPARD UBC +
PPARD NCOR2 -
PPARD ANGPTL4 +
PPARD UCP1 +
PPARD ACADL +
MAPK3 IL6 -
MAPK3 PDYN +
MAPK3 CDK4 -
MAPK3 IL12A -
MAPK3 IL23A +
MAPK3 IL12B +
MAPK3 NOS2 +
MAPK3 LOC640611 -
MAPK3 IL18 +
MAPK3 TNF +
MAPK3 IL1B -
MAPK3 IL1A -
MAPK3 CCND1 -
STAT3 DMBT1 +
STAT3 MYC +
STAT3 FIGF -
STAT3 SOCS2 +
STAT3 HIF1A -
STAT3 IL2RA +
STAT3 STAT3 -
STAT3 CCND1 +
STAT3 SOCS5 -
STAT3 CEBPB +
STAT3 CRIP2 -
STAT3 VEGFC -
STAT3 CRP +
STAT3 MAPK1 +
STAT3 CPT1B -
STAT3 MCL1 +
STAT3 VEGFA -
STAT3 MYD88 +
STAT3 TRH -
STAT3 SFRP4 -
STAT3 CEBPD -
STAT3 CPT1C +
STAT3 PGF +
STAT3 PFKP -
STAT3 LEP +
STAT3 IL6 -
STAT3 SOCS4 -
STAT3 PIK3R1 -
STAT3 TNF -
STAT3 SOCS3 -
STAT3 APCS +
STAT3 SOCS7 -
STAT3 KRTAP15 -
STAT3 MT1 -
STAT3 HSP90AB1 +
STAT3 CPT1A +
STAT3 TNFRSF8 +
STAT3 CCND2 -
STAT3 CCND3 -
STAT3 PIM1 -
STAT3 SOCS1 -
STAT3 VEGFB -
STAT3 PPARGC1A -
STAT3 PIM2 -
E2F2 FBXL21 +
E2F2 CHMP7 -
E2F2 ZFP169 -
E2F2 CCNE1 +
E2F2 REL -
E2F2 CRIM1 +
E2F2 VMN1R40 -
E2F2 IGH-VJ558 -
E2F2 2010106C02RIK +
E2F2 CLDN9 +
E2F2 FZD1 +
E2F2 VMN1R229 +
E2F2 A930017K11RIK -
E2F2 ADH7 +
E2F2 VMN1R53 -
E2F2 CCNE2 -
E2F2 VMN1R42 -
E2F2 VMN1R239-PS -
E2F2 LRRC25 -
E2F2 MYL2 +
E2F2 RABGGTB -
E2F2 RCC1 -
E2F2 SLC25A48 +
E2F2 TGFBI +
E2F2 DYNC1LI2 -
E2F2 MC2R +
E2F2 SST +
E2F2 OLFR1104 -
E2F2 OLFR808 +
E2F2 ARL14 +
E2F2 OLFR1378 -
E2F2 S100A9 +
E2F2 LACTB2 +
E2F2 VMN1R227 +
E2F2 KIF21B -
USF2 PAX5 +
USF2 CHRNA7 -
USF2 REN1 -
